start	end	text
6712500	6716500	It was as was the Lockheed Lighthouse in Virginia.
6716500	6718500	Yeah, that's an interesting location to mention.
6718500	6722500	Again, if you weren't here when we talked about the Hellendale site earlier,
6722500	6725500	Greer in his symposium today talked about Hellendale,
6725500	6728500	posted pictures of it, said he was flown over this site,
6728500	6730500	but didn't mention Hellendale.
6730500	6737500	Also checked the DPI archive and found it very strange that all sort of images of Hellendale
6737500	6741500	in reference to Hellendale were kind of taken off the photo site.
6741500	6744500	Greer in graves are such experienced pilots as were the radar operators.
6744500	6745500	Yes.
6745500	6748500	No, I think the balloon.
6748500	6752500	Yeah, those cases are not, especially multi-sensor detection like that.
6752500	6753500	No.
6753500	6756500	What are your thoughts about the Soviet Union UFO cases where UFO above a nuclear silo
6756500	6758500	is activated multiple nuclear ICBMs?
6758500	6761500	Yeah, that's so interesting because of course, in a lot of our cases here,
6761500	6765500	but not AFB, any cases of malabstrom around nuclear arms.
6765500	6770500	It always seems like that the Minutemen missiles or the ICBMs are basically effectively rendered useless
6770500	6773500	and there are Russian cases about them almost being activated.
6773500	6776500	I don't know what to think about that, to be honest.
6776500	6779500	Really don't.
6779500	6787500	I can't remember, I can't prove it, but I remember reading Trump was only briefed on UAP.
6787500	6793500	You're remembering that from Lou and Ross Colthart have both said that.
6793500	6796500	Why would our UAP moderators claim Greer is a charlatan?
6796500	6799500	I had a post removed a while back after sharing a link to one of his documents.
6799500	6801500	I think that's kind of bogus.
6801500	6808500	Sharing Greer documents is kind of wild to just say that's a disinformation or not true.
6808500	6809500	That would be huge.
6809500	6810500	Appreciate it.
6810500	6811500	Been talking with the stones.
6811500	6815500	You've been talking with stones for recently, but brain feed or internship would be a dream.
6815500	6816500	How can I send you my contact info?
6816500	6817500	Either join the Discord.
6817500	6820500	I'll post the link in the here.
6820500	6821500	Sorry.
6821500	6824500	I need to remember how to invite people.
6824500	6826500	I'll post the Discord link in here.
6826500	6828500	Otherwise, UAPGIRB at gmail.com.
6828500	6831500	Here's the Discord link if anybody would like to join.
6831500	6835500	There's been some good discussion today and you can see all my notes as they were from
6835500	6837500	today's presentation.
6837500	6839500	Heaps of short boys.
6849500	6851500	Guys, can you hear me?
6851500	6853500	I think I accidentally just left the live.
6853500	6858500	If anybody can hear me, let me know.
6858500	6862500	Let me know if you can hear me.
6862500	6863500	Okay.
6863500	6865500	I think I'm still live.
6865500	6867500	Somebody let me know, please.
6867500	6868500	Okay.
6868500	6869500	Great.
6869500	6870500	I'm sorry.
6870500	6872500	I accidentally just hit a, I have one of those gaming, gaming mouses.
6872500	6874500	So I actually just backed out.
6874500	6876500	I'm going to try to find out exactly where I was.
6876500	6878500	I'm very sorry for that, guys.
6878500	6879500	Okay.
6879500	6880500	Here we go.
6880500	6881500	Sorry about that, guys.
6881500	6882500	My bad.
6882500	6884500	I went into UAP with three others about 15 years ago.
6884500	6886500	It looked to be a green shooting star.
6886500	6888500	It fell long enough to call attention to it.
6888500	6890500	Then accelerated to a 45 degree England disappeared.
6890500	6894500	That's very interesting, especially with the case I'm covering right now being labeled a
6894500	6896500	meteor until it turned 25 degrees.
6896500	6900500	So that is a, that's really interesting to hear the flying lotus.
6900500	6903500	Yes, flying, flying lotus is a fan of the Gerb channel.
6903500	6905500	And I'm a fan of his music.
6905500	6907500	Excellent music.
6907500	6910500	I'm surprised there hasn't been anyone who takes psychedelics before doing CE5.
6910500	6916500	Because we know the, the P3 people are given a cocktail of drugs before they're what we
6916500	6919500	would call their version of CE5 experience.
6919500	6921500	I wanted to know what I've seen ever since.
6921500	6922500	No idea what it could do.
6922500	6924500	These things I saw it do.
6924500	6931500	I, when you see impossible feats in the sky, there's a very, very strange.
6931500	6934500	Let's go to, is it triangle formation?
6934500	6935500	Okay.
6935500	6938500	You were talking about your UFO sighting triangle formation, triangle light formation above
6938500	6942500	your garden, coming to a sudden stop, changing colors, pulsating, suddenly skipping, flying
6942500	6944500	off into an instant at the speed of a modern day jet.
6944500	6950500	I wonder if that is like a TR3B or some ARV.
6950500	6954500	People love dismissing plant-based contact experience.
6954500	6955500	I think so.
6955500	6960500	Again, I don't have a lot of, I'm pretty uninformed on any sort of psychedelic.
6960500	6966500	So I, my opinion is probably one of the most ill-informed, ill-informed out there.
6966500	6969500	It still amazed me that Schumer Rounds Memo doesn't get more attention because the fact
6969500	6973500	they both pushed for it, yes, especially with 27 mentions of non-human intelligence, the
6973500	6979500	mention of legacy programs, the mention of UAP materials being misclassified under the
6979500	6985500	1954 atomic energy agreement under transclassified foreign nuclear materials.
6985500	6989500	Let's go.
6989500	6992500	Why should people take abduction cases from their beds seriously?
6992500	6993500	Why take any of this seriously?
6993500	6998500	I think in terms of abduction cases, especially from the bed, the research of John Mack was
6998500	7003500	used just to try and find similarities between, between kind of cases.
7003500	7005500	Anthony, thank you so much for the five bucks.
7005500	7007500	Have I ever looked into the Eiger 1992 video?
7007500	7011500	The detail in the life form makes it hard to debunk.
7011500	7019500	Let me, I feel like I've heard of that.
7019500	7022500	Let me get back to you on that because I feel like I've heard of that video.
7022500	7026500	I can't recall it off the top of my head.
7026500	7029500	I love your logical no clickbait approach.
7029500	7031500	Your channel is massively under subscribed.
7031500	7032500	I appreciate that.
7032500	7036500	I hate clickbait because I grew up before clickbait was a real thing.
7036500	7041500	So back in the day when there'd be videos saying like, oh, don't watch, don't, don't play
7041500	7043500	Minecraft at 3am, warning scary.
7043500	7046500	I, that just puts such a sour taste in my mouth.
7046500	7047500	Kai, thank you.
7047500	7050500	I see it and I can't wait to talk to you about that after watching it.
7050500	7052500	It's sad what happened to Mark.
7052500	7053500	Absolutely.
7053500	7055500	Hey, what's up, Aussie, my Aussie brethren.
7055500	7057500	Nice to see you, man.
7057500	7060500	Why are there so many Democrats involved in disclosure?
7060500	7063500	Interesting question, especially kind of Clinton, Podesta and so forth.
7063500	7068500	Now it's a, hopefully we can continue this issue being a little bit more middle of the aisle.
7068500	7071500	Some of the best UAP contract content out there.
7071500	7073500	I appreciate that man.
7073500	7074500	Seriously, much love.
7074500	7076500	That, that means the most.
7076500	7079500	Um, let's see.
7079500	7084500	Let's get to a video debunking Mick West claims.
7084500	7085500	That would be fun.
7085500	7089500	I see, I leave that to guys like Merrick Von Damic.
7089500	7091500	I can never say his last name.
7091500	7096500	I leave, leave that to men like that who are a little bit more well versed in their claims
7096500	7100500	of counter analyses because I don't have the same analysis skills on sightings and so forth
7100500	7104500	as Merrick does to kind of counter Mick West's claims and so forth.
7104500	7108500	Of course I could when he says stuff just really out of pocket stuff when it comes to
7108500	7112500	kind of, uh, whistleblowers and so forth.
7112500	7115500	That would be, uh, let's see.
7115500	7118500	Hillary wanted disclosure, but Obama got out of the way to comment on UFOs and was making a Betty.
7118500	7124500	That is weird that, uh, that Obama is now producing a Betty and Barney Hill documentary.
